age,gender,race,path,gender_str,race_str,age_group_str
10,0,0,data/cropped/10_0_0_20170110225243501.jpg,Male,White,Child (0–12)
10,0,0,data/cropped/10_0_0_20170110225246490.jpg,Male,White,Child (0–12)
10,0,0,data/cropped/10_0_0_20170110225252799.jpg,Male,White,Child (0–12)
10,0,0,data/cropped/10_0_0_20170110225402690.jpg,Male,White,Child (0–12)
10,0,0,data/cropped/10_0_0_20170110225414790.jpg,Male,White,Child (0–12)
10,0,0,data/cropped/10_0_0_20170110225417177.jpg,Male,White,Child (0–12)
10,0,0,data/cropped/10_0_0_20170110225421531.jpg,Male,White,Child (0–12)
10,0,0,data/cropped/10_0_0_20170110225442428.jpg,Male,White,Child (0–12)
10,0,0,data/cropped/10_0_0_20170110225444491.jpg,Male,White,Child (0–12)
10,0,0,data/cropped/10_0_0_20170110225451638.jpg,Male,White,Child (0–12)
10,0,0,data/cropped/10_0_0_20170110225502403.jpg,Male,White,Child (0–12)
10,0,0,data/cropped/10_0_0_20170110225505288.jpg,Male,White,Child (0–12)
10,0,0,data/cropped/10_0_0_20170110225518663.jpg,Male,White,Child (0–12)
10,0,0,data/cropped/10_0_0_20170110225528484.jpg,Male,White,Child (0–12)
10,0,0,data/cropped/10_0_0_20170110225537307.jpg,Male,White,Child (0–12)
10,0,0,data/cropped/10_0_0_20170110225546130.jpg,Male,White,Child (0–12)
10,0,0,data/cropped/10_0_0_20170110225557604.jpg,Male,White,Child (0–12)
10,0,0,data/cropped/10_0_0_20170110225601897.jpg,Male,White,Child (0–12)
10,0,1,data/cropped/10_0_1_20170104010841239.jpg,Male,Black,Child (0–12)
10,0,1,data/cropped/10_0_1_20170110220507258.jpg,Male,Black,Child (0–12)
10,0,1,data/cropped/10_0_1_20170110220523360.jpg,Male,Black,Child (0–12)
10,0,1,data/cropped/10_0_1_20170110223455893.jpg,Male,Black,Child (0–12)
10,0,1,data/cropped/10_0_1_20170110223848885.jpg,Male,Black,Child (0–12)
10,0,1,data/cropped/10_0_1_20170110225121326.jpg,Male,Black,Child (0–12)
10,0,1,data/cropped/10_0_1_20170110225339066.jpg,Male,Black,Child (0–12)
10,0,2,data/cropped/10_0_2_20161219190639572.jpg,Male,Asian,Child (0–12)
10,0,2,data/cropped/10_0_2_20170110224230094.jpg,Male,Asian,Child (0–12)
10,0,3,data/cropped/10_0_3_20161220215952636.jpg,Male,Indian,Child (0–12)
10,0,3,data/cropped/10_0_3_20170104225233504.jpg,Male,Indian,Child (0–12)
10,0,3,data/cropped/10_0_3_20170104225238736.jpg,Male,Indian,Child (0–12)
10,0,3,data/cropped/10_0_3_20170105175322885.jpg,Male,Indian,Child (0–12)
10,0,4,data/cropped/10_0_4_20161221192738446.jpg,Male,Other,Child (0–12)
10,0,4,data/cropped/10_0_4_20170103200335831.jpg,Male,Other,Child (0–12)
10,0,4,data/cropped/10_0_4_20170103200409638.jpg,Male,Other,Child (0–12)
10,0,4,data/cropped/10_0_4_20170103200443015.jpg,Male,Other,Child (0–12)
10,0,4,data/cropped/10_0_4_20170103200501766.jpg,Male,Other,Child (0–12)
10,0,4,data/cropped/10_0_4_20170103201924664.jpg,Male,Other,Child (0–12)
10,0,4,data/cropped/10_0_4_20170103202338152.jpg,Male,Other,Child (0–12)
10,0,4,data/cropped/10_0_4_20170103212521420.jpg,Male,Other,Child (0–12)
10,0,4,data/cropped/10_0_4_20170103223451479.jpg,Male,Other,Child (0–12)
10,0,4,data/cropped/10_0_4_20170104010810728.jpg,Male,Other,Child (0–12)
10,1,0,data/cropped/10_1_0_20161220222001459.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170103175323250.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170103200654246.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109201728056.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109202251032.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109202346880.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109203218966.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109203245653.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109203357787.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109203427416.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109203438428.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109203501969.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109203512075.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109203556029.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109203608654.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109203642966.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109203653735.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109203759972.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109203905538.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109203917216.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109203924076.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109204148144.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109204244904.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109204255055.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109204259563.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109204338404.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109204422889.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109204435809.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109204502951.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109204617417.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109204746535.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109204844109.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109204859493.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109204931156.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109205003280.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109205134282.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109205141310.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170109205208368.jpg,Female,White,Child (0–12)
10,1,0,data/cropped/10_1_0_20170110220649364.jpg,Female,White,Child (0–12)
10,1,1,data/cropped/10_1_1_20170109202938302.jpg,Female,Black,Child (0–12)
10,1,1,data/cropped/10_1_1_20170109203348828.jpg,Female,Black,Child (0–12)
10,1,1,data/cropped/10_1_1_20170109203520178.jpg,Female,Black,Child (0–12)
10,1,1,data/cropped/10_1_1_20170109203522559.jpg,Female,Black,Child (0–12)
10,1,1,data/cropped/10_1_1_20170109204636561.jpg,Female,Black,Child (0–12)
10,1,1,data/cropped/10_1_1_20170110225155603.jpg,Female,Black,Child (0–12)
10,1,2,data/cropped/10_1_2_20170103201007646.jpg,Female,Asian,Child (0–12)
10,1,2,data/cropped/10_1_2_20170104005417671.jpg,Female,Asian,Child (0–12)
10,1,2,data/cropped/10_1_2_20170104022216669.jpg,Female,Asian,Child (0–12)
10,1,2,data/cropped/10_1_2_20170109201545634.jpg,Female,Asian,Child (0–12)
10,1,2,data/cropped/10_1_2_20170109205037024.jpg,Female,Asian,Child (0–12)
10,1,3,data/cropped/10_1_3_20170104221633430.jpg,Female,Indian,Child (0–12)
10,1,3,data/cropped/10_1_3_20170104221645430.jpg,Female,Indian,Child (0–12)
10,1,3,data/cropped/10_1_3_20170104221711437.jpg,Female,Indian,Child (0–12)
10,1,3,data/cropped/10_1_3_20170109203848078.jpg,Female,Indian,Child (0–12)
10,1,3,data/cropped/10_1_3_20170109205323078.jpg,Female,Indian,Child (0–12)
10,1,4,data/cropped/10_1_4_20161223225854867.jpg,Female,Other,Child (0–12)
10,1,4,data/cropped/10_1_4_20161223225900460.jpg,Female,Other,Child (0–12)
10,1,4,data/cropped/10_1_4_20170103200950879.jpg,Female,Other,Child (0–12)
10,1,4,data/cropped/10_1_4_20170104005649671.jpg,Female,Other,Child (0–12)
110,1,1,data/cropped/110_1_1_20170110155201038.jpg,Female,Black,Senior (60+)
110,1,3,data/cropped/110_1_3_20170110155139762.jpg,Female,Indian,Senior (60+)
11,0,0,data/cropped/11_0_0_20170103200509559.jpg,Male,White,Child (0–12)
11,0,0,data/cropped/11_0_0_20170103200824775.jpg,Male,White,Child (0–12)
11,0,0,data/cropped/11_0_0_20170104012556563.jpg,Male,White,Child (0–12)
11,0,0,data/cropped/11_0_0_20170110220408722.jpg,Male,White,Child (0–12)
11,0,0,data/cropped/11_0_0_20170110220453002.jpg,Male,White,Child (0–12)
11,0,0,data/cropped/11_0_0_20170110220500946.jpg,Male,White,Child (0–12)
11,0,0,data/cropped/11_0_0_20170110220518578.jpg,Male,White,Child (0–12)
11,0,0,data/cropped/11_0_0_20170110220657089.jpg,Male,White,Child (0–12)
11,0,0,data/cropped/11_0_0_20170110220710576.jpg,Male,White,Child (0–12)
11,0,0,data/cropped/11_0_0_20170110224233654.jpg,Male,White,Child (0–12)
11,0,0,data/cropped/11_0_0_20170110224340941.jpg,Male,White,Child (0–12)
11,0,0,data/cropped/11_0_0_20170110224408700.jpg,Male,White,Child (0–12)
11,0,0,data/cropped/11_0_0_20170110224505551.jpg,Male,White,Child (0–12)
11,0,0,data/cropped/11_0_0_20170110224606036.jpg,Male,White,Child (0–12)
11,0,0,data/cropped/11_0_0_20170110224742037.jpg,Male,White,Child (0–12)
11,0,0,data/cropped/11_0_0_20170110224755272.jpg,Male,White,Child (0–12)
11,0,0,data/cropped/11_0_0_20170110225254975.jpg,Male,White,Child (0–12)
11,0,0,data/cropped/11_0_0_20170110225327724.jpg,Male,White,Child (0–12)
11,0,0,data/cropped/11_0_0_20170110225435539.jpg,Male,White,Child (0–12)
11,0,0,data/cropped/11_0_0_20170110225459361.jpg,Male,White,Child (0–12)
11,0,0,data/cropped/11_0_0_20170110232511893.jpg,Male,White,Child (0–12)
11,0,1,data/cropped/11_0_1_20170103201136230.jpg,Male,Black,Child (0–12)
11,0,2,data/cropped/11_0_2_20170103200847287.jpg,Male,Asian,Child (0–12)
11,0,3,data/cropped/11_0_3_20170104013250186.jpg,Male,Indian,Child (0–12)
11,0,3,data/cropped/11_0_3_20170104230222352.jpg,Male,Indian,Child (0–12)
11,0,4,data/cropped/11_0_4_20170103200621488.jpg,Male,Other,Child (0–12)
11,1,0,data/cropped/11_1_0_20170103200517422.jpg,Female,White,Child (0–12)
11,1,0,data/cropped/11_1_0_20170109203319557.jpg,Female,White,Child (0–12)
11,1,0,data/cropped/11_1_0_20170109203327397.jpg,Female,White,Child (0–12)
11,1,0,data/cropped/11_1_0_20170109203353740.jpg,Female,White,Child (0–12)
11,1,0,data/cropped/11_1_0_20170109203400684.jpg,Female,White,Child (0–12)
11,1,0,data/cropped/11_1_0_20170109203422194.jpg,Female,White,Child (0–12)
11,1,0,data/cropped/11_1_0_20170109203919852.jpg,Female,White,Child (0–12)
11,1,0,data/cropped/11_1_0_20170109204030951.jpg,Female,White,Child (0–12)
11,1,0,data/cropped/11_1_0_20170109204123358.jpg,Female,White,Child (0–12)
11,1,0,data/cropped/11_1_0_20170109204523092.jpg,Female,White,Child (0–12)
11,1,0,data/cropped/11_1_0_20170109204546617.jpg,Female,White,Child (0–12)
11,1,0,data/cropped/11_1_0_20170109204611305.jpg,Female,White,Child (0–12)
11,1,0,data/cropped/11_1_0_20170109204614249.jpg,Female,White,Child (0–12)
11,1,0,data/cropped/11_1_0_20170109204641514.jpg,Female,White,Child (0–12)
11,1,0,data/cropped/11_1_0_20170109204833458.jpg,Female,White,Child (0–12)
11,1,0,data/cropped/11_1_0_20170109204927071.jpg,Female,White,Child (0–12)
11,1,0,data/cropped/11_1_0_20170109205013531.jpg,Female,White,Child (0–12)
11,1,0,data/cropped/11_1_0_20170109205122664.jpg,Female,White,Child (0–12)
11,1,0,data/cropped/11_1_0_20170109205125500.jpg,Female,White,Child (0–12)
11,1,0,data/cropped/11_1_0_20170109205136852.jpg,Female,White,Child (0–12)
11,1,0,data/cropped/11_1_0_20170109205211093.jpg,Female,White,Child (0–12)
11,1,0,data/cropped/11_1_0_20170109205214234.jpg,Female,White,Child (0–12)
11,1,0,data/cropped/11_1_0_20170109205216790.jpg,Female,White,Child (0–12)
11,1,0,data/cropped/11_1_0_20170109205247087.jpg,Female,White,Child (0–12)
11,1,0,data/cropped/11_1_0_20170109205438571.jpg,Female,White,Child (0–12)
11,1,0,data/cropped/11_1_0_20170109205441860.jpg,Female,White,Child (0–12)
11,1,0,data/cropped/11_1_0_20170110224810583.jpg,Female,White,Child (0–12)
11,1,1,data/cropped/11_1_1_20170109203712835.jpg,Female,Black,Child (0–12)
11,1,2,data/cropped/11_1_2_20170104005111615.jpg,Female,Asian,Child (0–12)
11,1,3,data/cropped/11_1_3_20170104222911112.jpg,Female,Indian,Child (0–12)
11,1,3,data/cropped/11_1_3_20170104223632543.jpg,Female,Indian,Child (0–12)
11,1,4,data/cropped/11_1_4_20161223225953124.jpg,Female,Other,Child (0–12)
11,1,4,data/cropped/11_1_4_20170103201747167.jpg,Female,Other,Child (0–12)
11,1,4,data/cropped/11_1_4_20170103212554964.jpg,Female,Other,Child (0–12)
11,1,4,data/cropped/11_1_4_20170103233340363.jpg,Female,Other,Child (0–12)
11,1,4,data/cropped/11_1_4_20170104005813063.jpg,Female,Other,Child (0–12)
11,1,4,data/cropped/11_1_4_20170109201611941.jpg,Female,Other,Child (0–12)
12,0,0,data/cropped/12_0_0_20170103200900511.jpg,Male,White,Child (0–12)
12,0,0,data/cropped/12_0_0_20170103201859385.jpg,Male,White,Child (0–12)
12,0,0,data/cropped/12_0_0_20170104013257914.jpg,Male,White,Child (0–12)
12,0,0,data/cropped/12_0_0_20170109213205384.jpg,Male,White,Child (0–12)
12,0,0,data/cropped/12_0_0_20170110215606404.jpg,Male,White,Child (0–12)
12,0,0,data/cropped/12_0_0_20170110215739155.jpg,Male,White,Child (0–12)
12,0,0,data/cropped/12_0_0_20170110220108459.jpg,Male,White,Child (0–12)
12,0,0,data/cropped/12_0_0_20170110221819113.jpg,Male,White,Child (0–12)
12,0,0,data/cropped/12_0_0_20170110224603045.jpg,Male,White,Child (0–12)
12,0,0,data/cropped/12_0_0_20170110224804208.jpg,Male,White,Child (0–12)
12,0,0,data/cropped/12_0_0_20170110224833703.jpg,Male,White,Child (0–12)
12,0,0,data/cropped/12_0_0_20170110224843637.jpg,Male,White,Child (0–12)
12,0,0,data/cropped/12_0_0_20170110225028524.jpg,Male,White,Child (0–12)
12,0,0,data/cropped/12_0_0_20170110225049785.jpg,Male,White,Child (0–12)
12,0,0,data/cropped/12_0_0_20170110225257257.jpg,Male,White,Child (0–12)
12,0,0,data/cropped/12_0_0_20170110225330874.jpg,Male,White,Child (0–12)
12,0,0,data/cropped/12_0_0_20170110225348936.jpg,Male,White,Child (0–12)
12,0,0,data/cropped/12_0_0_20170110225540554.jpg,Male,White,Child (0–12)
12,0,0,data/cropped/12_0_0_20170110225553717.jpg,Male,White,Child (0–12)
12,0,0,data/cropped/12_0_0_20170110232735095.jpg,Male,White,Child (0–12)
12,0,1,data/cropped/12_0_1_20170110224244673.jpg,Male,Black,Child (0–12)
12,0,1,data/cropped/12_0_1_20170110225335956.jpg,Male,Black,Child (0–12)
12,0,2,data/cropped/12_0_2_20161219212833549.jpg,Male,Asian,Child (0–12)
12,0,2,data/cropped/12_0_2_20170104012525810.jpg,Male,Asian,Child (0–12)
12,0,2,data/cropped/12_0_2_20170104013228314.jpg,Male,Asian,Child (0–12)
12,0,2,data/cropped/12_0_2_20170105000510274.jpg,Male,Asian,Child (0–12)
12,0,3,data/cropped/12_0_3_20170104013451506.jpg,Male,Indian,Child (0–12)
12,0,3,data/cropped/12_0_3_20170104225715968.jpg,Male,Indian,Child (0–12)
12,0,3,data/cropped/12_0_3_20170104225802393.jpg,Male,Indian,Child (0–12)
12,0,3,data/cropped/12_0_3_20170104230255729.jpg,Male,Indian,Child (0–12)
12,0,4,data/cropped/12_0_4_20170103200538198.jpg,Male,Other,Child (0–12)
12,0,4,data/cropped/12_0_4_20170103200555927.jpg,Male,Other,Child (0–12)
12,0,4,data/cropped/12_0_4_20170103200626630.jpg,Male,Other,Child (0–12)
12,0,4,data/cropped/12_0_4_20170103200908168.jpg,Male,Other,Child (0–12)
12,0,4,data/cropped/12_0_4_20170103201607807.jpg,Male,Other,Child (0–12)
12,0,4,data/cropped/12_0_4_20170103201824880.jpg,Male,Other,Child (0–12)
12,0,4,data/cropped/12_0_4_20170103205745050.jpg,Male,Other,Child (0–12)
12,1,0,data/cropped/12_1_0_20170102234319611.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170102234723371.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170103175441790.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170103200659679.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170103200711205.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170103200742207.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170103200944175.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170104005520631.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170104005712405.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170104012017177.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170104013219930.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170104013410523.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109193530060.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109200852145.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109200904988.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109200926532.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109201114375.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109201553786.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109201611941.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109203240213.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109203306886.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109203310061.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109203338340.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109203424756.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109203536309.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109203606169.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109203628860.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109203631496.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109203700059.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109203709140.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109204113685.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109204206273.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109204241570.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109204428993.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109204431716.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109204507030.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109204750280.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109204805155.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109204815030.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109205043077.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109205045850.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109205056743.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109205104124.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109205130906.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109212505669.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109213205384.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109213526011.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109214236402.jpg,Female,White,Child (0–12)
12,1,0,data/cropped/12_1_0_20170109214435512.jpg,Female,White,Child (0–12)
12,1,1,data/cropped/12_1_1_20170109204024091.jpg,Female,Black,Child (0–12)
12,1,1,data/cropped/12_1_1_20170109204809866.jpg,Female,Black,Child (0–12)
12,1,1,data/cropped/12_1_1_20170109214204794.jpg,Female,Black,Child (0–12)
12,1,1,data/cropped/12_1_1_20170109214642524.jpg,Female,Black,Child (0–12)
12,1,2,data/cropped/12_1_2_20170103200649030.jpg,Female,Asian,Child (0–12)
12,1,2,data/cropped/12_1_2_20170103200922406.jpg,Female,Asian,Child (0–12)
12,1,2,data/cropped/12_1_2_20170103201240488.jpg,Female,Asian,Child (0–12)
12,1,2,data/cropped/12_1_2_20170104012405785.jpg,Female,Asian,Child (0–12)
12,1,2,data/cropped/12_1_2_20170109203838187.jpg,Female,Asian,Child (0–12)
12,1,2,data/cropped/12_1_2_20170109214246240.jpg,Female,Asian,Child (0–12)
12,1,3,data/cropped/12_1_3_20161220222343139.jpg,Female,Indian,Child (0–12)
12,1,3,data/cropped/12_1_3_20170104012400657.jpg,Female,Indian,Child (0–12)
12,1,3,data/cropped/12_1_3_20170104013517483.jpg,Female,Indian,Child (0–12)
12,1,3,data/cropped/12_1_3_20170104221704334.jpg,Female,Indian,Child (0–12)
12,1,3,data/cropped/12_1_3_20170104221910239.jpg,Female,Indian,Child (0–12)
12,1,3,data/cropped/12_1_3_20170104223448631.jpg,Female,Indian,Child (0–12)
12,1,3,data/cropped/12_1_3_20170104223643593.jpg,Female,Indian,Child (0–12)
12,1,4,data/cropped/12_1_4_20161223230033380.jpg,Female,Other,Child (0–12)
12,1,4,data/cropped/12_1_4_20170103200721583.jpg,Female,Other,Child (0–12)
12,1,4,data/cropped/12_1_4_20170103200804119.jpg,Female,Other,Child (0–12)
12,1,4,data/cropped/12_1_4_20170104011715593.jpg,Female,Other,Child (0–12)
12,1,4,data/cropped/12_1_4_20170109214232071.jpg,Female,Other,Child (0–12)
13,0,0,data/cropped/13_0_0_20170103200413990.jpg,Male,White,Teen (13–19)
13,0,0,data/cropped/13_0_0_20170103200550455.jpg,Male,White,Teen (13–19)
13,0,0,data/cropped/13_0_0_20170103200631336.jpg,Male,White,Teen (13–19)
13,0,0,data/cropped/13_0_0_20170103200856687.jpg,Male,White,Teen (13–19)
13,0,0,data/cropped/13_0_0_20170103201032542.jpg,Male,White,Teen (13–19)
13,0,0,data/cropped/13_0_0_20170104003724576.jpg,Male,White,Teen (13–19)
13,0,0,data/cropped/13_0_0_20170104011725761.jpg,Male,White,Teen (13–19)
13,0,0,data/cropped/13_0_0_20170104012310089.jpg,Male,White,Teen (13–19)
13,0,0,data/cropped/13_0_0_20170104012320089.jpg,Male,White,Teen (13–19)
